,Destination,Price(€),Date,Airline Company,Departure Time,Connection,Class
2454,Tel Aviv,29,Wed 7 Sep,Air Transat,1705,Direct,Economy
2455,Milan,29,Wed 14 Sep,easyJet,2015,Direct,Economy
2456,Tel Aviv,293,Sat 18 Feb,Vueling,1055,Direct,Economy
2457,Milan,29,Tue 29 Nov,Corsair International,1415,Direct,Economy
2458,Tel Aviv,32,Mon 29 Aug,Air Transat,2050,Direct,Economy
2459,Milan,32,Mon 12 Sep,TAP Portugal,2359,Direct,Economy
2460,Tel Aviv,32,Mon 29 Aug,Air Transat,2050,Direct,Economy
2461,Milan,32,Mon 10 Oct,TAP Portugal,2359,Direct,Economy
2462,Tel Aviv,32,Mon 17 Oct,Air Transat,2050,Direct,Economy
2463,Milan,32,Mon 22 Aug,Blue Air,2359,Direct,Economy
2464,Tel Aviv,322,Sat 27 Aug,Air Transat,2050,Direct,Economy
2465,Milan,32,Tue 13 Sep,Flair Airlines,2359,Direct,Economy
2466,Tel Aviv,32,Tue 21 Mar,Wizz Air UK,2050,Direct,Economy
2467,Milan,32,Sun 28 Aug,Ryanair,2359,Direct,Economy
2468,Tel Aviv,322,Tue 6 Sep,WestJet,1125,Direct,Economy
2469,Milan,32,Mon 12 Sep,LOT Polish Airlines,1435,Direct,Economy
2470,Tel Aviv,32,Tue 20 Sep,LOT Polish Airlines,1120,Direct,Economy
2471,Milan,32,Tue 14 Mar,Wizz Air,1430,Direct,Economy
2472,Tel Aviv,32,Tue 7 Mar,LOT Polish Airlines,1705,Direct,Economy
2473,Milan,32,Mon 19 Sep,Arkia,2015,Direct,Economy
2474,Tel Aviv,32,Thu 8 Sep,Cebu Pacific,1705,Direct,Economy
2475,Milan,32,Sat 11 Mar,Arkia,2015,Direct,Economy
2476,Tel Aviv,32,Sat 18 Mar,Cebu Pacific,1120,Direct,Economy
2477,Milan,32,Tue 21 Mar,LOT Polish Airlines,1430,Direct,Economy
2478,Tel Aviv,32,Mon 5 Sep,LOT Polish Airlines,1705,Direct,Economy
2479,Milan,32,Tue 6 Dec,Wizz Air,2015,Direct,Economy
2480,Tel Aviv,321,Mon 22 Aug,LOT Polish Airlines,1125,Direct,Economy
2481,Milan,32,Sun 8 Jan,Wizz Air,1435,Direct,Economy
2482,Tel Aviv,32,Sun 4 Dec,LOT Polish Airlines,2150,Direct,Economy
2483,Milan,32,Sun 29 Jan,Wizz Air,01001,Direct,Economy
2484,Tel Aviv,28,Sun 22 Jan,LOT Polish Airlines,1120,Direct,Economy
2485,Milan,28,Thu 2 Feb,Wizz Air,1430,Direct,Economy
2486,Tel Aviv,18,Sun 12 Feb,LOT Polish Airlines,1930,Direct,Economy
2487,Santorini,18,Sun 15 Jan,LOT Polish Airlines,2125,Direct,Economy
2488,Tel Aviv,272,Thu 26 Jan,Arkia,1930,Direct,Economy
2489,Santorini,27,Mon 23 Jan,Cebu Pacific,2125,2 stops,Economy
2490,Tel Aviv,293,Sun 5 Feb,Wizz Air,1930,2 stops,Economy
2491,Santorini,29,Sun 11 Dec,LOT Polish Airlines,2125,3 stops,Economy
2492,Tel Aviv,29,Sun 18 Dec,easyJet,1930,2 stops,Economy
2493,Santorini,29,Sun 26 Feb,Ryanair,2125,2 stops,Economy
2494,Tel Aviv,372,Mon 12 Dec,LOT Polish Airlines,1930,2 stops,Economy
2495,Santorini,37,Mon 30 Jan,easyJet,2125,3 stops,Economy
2496,Tel Aviv,481,Thu 4 May,Ryanair,1930,3 stops,Economy
2497,Santorini,48,Mon 13 Feb,LOT Polish Airlines,2125,3 stops,Economy
2498,Tel Aviv,54,Thu 16 Mar,Arkia,1930,3 stops,Economy
2499,Santorini,54,Mon 8 May,Cebu Pacific,2125,2 stops,Economy
2500,Tel Aviv,54,Thu 15 Dec,Arkia,1930,2 stops,Economy
2501,Santorini,54,Mon 9 Jan,Cebu Pacific,2125,2 stops,Economy
2502,Tel Aviv,542,Sun 16 Oct,Arkia,1930,2 stops,Economy
2503,Santorini,54,Mon 6 Feb,Cebu Pacific,2125,2 stops,Economy
2504,Tel Aviv,65,Thu 12 Jan,Arkia,1930,2 stops,Economy
2505,Santorini,65,Mon 16 Jan,Cebu Pacific,2125,2 stops • Change airport,Economy
2506,Tel Aviv,681,Thu 15 Sep,Arkia,1930,2 stops,Economy
2507,Santorini,68,Sun 7 May,Cebu Pacific,2125,2 stops,Economy
2508,Tel Aviv,682,Mon 10 Oct,Arkia,1930,3 stops,Economy
2509,Santorini,68,Thu 9 Feb,Cebu Pacific,2125,3 stops,Economy
2510,Tel Aviv,781,Sun 5 Mar,easyJet,1930,3 stops,Economy
2511,Santorini,78,Sat 4 Mar,Ryanair,2125,2 stops,Economy
2512,Tel Aviv,981,Sat 14 Jan,LOT Polish Airlines,1930,2 stops,Economy
2513,Santorini,98,Sat 7 Jan,Ryanair,2125,3 stops,Economy
2514,Tel Aviv,98,Thu 3 Nov,LOT Polish Airlines,1930,2 stops,Economy
2515,Santorini,98,Sat 25 Feb,Ryanair,2125,,Economy
2516,Tel Aviv,98,Sat 11 Mar,LOT Polish Airlines,1930,,Economy
2517,Santorini,98,Sat 25 Mar,Ryanair,2125,,Economy
2518,Tel Aviv,781,Tue 10 Jan,LOT Polish Airlines,1950,,Economy
2519,Santorini,78,Tue 1 Nov,Ryanair,00301,,Economy
2520,Tel Aviv,711,Sat 4 Feb,LOT Polish Airlines,0520,,Economy
2521,Santorini,71,Tue 7 Feb,Air France,1055,,Economy
2522,Tel Aviv,72,Sat 18 Mar,Air France,0520,,Economy
2523,Santorini,72,Sat 31 Dec,Air France,1055,,Economy
2524,Tel Aviv,831,Sat 12 Nov,Ryanair,1940,,Economy
2525,Santorini,83,Tue 25 Oct,Ryanair,2355,,Economy
2526,Tel Aviv,831,Thu 5 Jan,Ryanair,1940,,Economy
2527,Santorini,83,Thu 9 Feb,Ryanair,2355,,Economy
2528,Tel Aviv,831,Tue 31 Jan,Ryanair,1940,,Economy
2529,Santorini,83,Tue 14 Mar,Ryanair,2355,,Economy
2530,Tel Aviv,73,Tue 14 Feb,Ryanair,0520,,Economy
2531,Santorini,73,Tue 7 Mar,Ryanair,1055,,Economy
2532,Tel Aviv,731,Tue 30 Aug,Ryanair,0520,,Economy
2533,Santorini,73,Tue 30 Aug,Ryanair,1055,,Economy
2534,Tel Aviv,741,Thu 2 Mar,Ryanair,0520,,Economy
2535,Santorini,74,Sat 24 Dec,Ryanair,1055,,Economy
2536,Tel Aviv,741,Thu 12 Jan,Ryanair,0520,,Economy
2537,Santorini,74,Mon 21 Nov,Ryanair,1055,,Economy
2538,Tel Aviv,851,Sat 14 Jan,Ryanair,1940,,Economy
2539,Santorini,85,Thu 10 Nov,Ryanair,2355,,Economy
2540,Tel Aviv,251,Tue 6 Sep,Ryanair,1815,,Economy
2541,Venice,25,Sun 23 Oct,Ryanair,2115,,Economy
2542,Tel Aviv,351,Sun 16 Oct,Ryanair,1140,,Economy
2543,Venice,35,Tue 18 Oct,Ryanair,1430,,Economy
2544,Tel Aviv,37,Sat 15 Oct,Ryanair,1120,,Economy
2545,Venice,37,Tue 18 Oct,Ryanair,1410,,Economy
2546,Tel Aviv,39,Sat 22 Oct,easyJet,1815,,Economy
2547,Venice,39,Tue 25 Oct,Ryanair,2115,,Economy
2548,Tel Aviv,40,Sun 4 Sep,Ryanair,1815,,Economy
2549,Venice,40,Wed 8 Feb,Ryanair,2115,,Economy
2550,Tel Aviv,40,Wed 25 Jan,Ryanair,1815,,Economy
2551,Venice,40,Wed 22 Mar,Ryanair,2115,,Economy
2552,Tel Aviv,40,Wed 1 Feb,easyJet,1815,,Economy
2553,Venice,40,Wed 15 Mar,Ryanair,2115,,Economy
2554,Tel Aviv,43,Wed 15 Feb,Ryanair,1140,,Economy
2555,Venice,43,Wed 8 Mar,Ryanair,1430,,Economy
2556,Tel Aviv,42,Tue 6 Sep,Ryanair,1815,,Economy
2557,Venice,42,Mon 14 Nov,Ryanair,2115,,Economy
2558,Tel Aviv,42,Fri 18 Nov,Ryanair,1815,,Economy
2559,Venice,42,Wed 11 Jan,Ryanair,2115,,Economy
2560,Tel Aviv,42,Fri 11 Nov,Ryanair,1815,,Economy
2561,Venice,42,Mon 6 Feb,Ryanair,2115,,Economy
2562,Tel Aviv,42,Thu 20 Oct,Ryanair,1815,,Economy
2563,Venice,42,Sat 12 Nov,Ryanair,2115,,Economy
2564,Tel Aviv,44,Sat 18 Mar,Ryanair,1815,,Economy
2565,Venice,44,Sat 3 Sep,Ryanair,2115,,Economy
2566,Tel Aviv,44,Sun 13 Nov,Ryanair,1815,,Economy
2567,Venice,44,Wed 9 Nov,Ryanair,2115,,Economy
2568,Tel Aviv,48,Sat 11 Mar,Ryanair,1140,,Economy
2569,Venice,48,Tue 30 Aug,Ryanair,1430,,Economy
2570,Tel Aviv,481,Tue 22 Nov,Ryanair,1140,,Economy
2571,Venice,48,Mon 20 Mar,Ryanair,1430,,Economy
2572,Tel Aviv,48,Mon 23 Jan,Ryanair,1140,,Economy
2573,Venice,48,Mon 17 Oct,Ryanair,1430,,Economy
2574,Tel Aviv,48,Mon 17 Oct,Ryanair,1140,,Economy
2575,Venice,48,Mon 27 Feb,Ryanair,1430,,Economy
2576,Tel Aviv,48,Mon 20 Feb,Ryanair,1140,,Economy
2577,Venice,48,Mon 6 Mar,Ryanair,1430,,Economy
2578,Tel Aviv,48,Sat 17 Sep,Ryanair,1835,,Economy
2579,Venice,48,Mon 19 Sep,Ryanair,2135,,Economy
2580,Tel Aviv,48,Mon 17 Oct,Ryanair,1815,,Economy
2581,Venice,48,Mon 17 Oct,Aegean,2115,,Economy
2582,Tel Aviv,48,Sat 17 Sep,Ryanair,1815,,Economy
2583,Venice,48,Tue 15 Nov,Aegean,2115,,Economy
2584,Tel Aviv,48,Mon 30 Jan,Ryanair,1815,,Economy
2585,Venice,48,Mon 13 Feb,Ryanair,2115,,Economy
2586,Tel Aviv,48,Mon 21 Nov,easyJet,1815,,Economy
2587,Venice,48,Mon 13 Mar,easyJet,2115,,Economy
2588,Tel Aviv,49,Fri 21 Oct,Wizz Air,1815,,Economy
2589,Venice,49,Mon 12 Dec,Ryanair,2115,,Economy
2590,Tel Aviv,54,Mon 12 Dec,easyJet,2135,,Economy
2591,Venice,54,Mon 14 Nov,Wizz Air,00251,,Economy
2592,Tel Aviv,542,Mon 6 Feb,Ryanair,1140,,Economy
2593,Venice,54,Mon 19 Sep,easyJet,1430,,Economy
2594,Tel Aviv,541,Mon 19 Sep,easyJet,1140,,Economy
2595,Venice,54,Tue 8 Nov,Ryanair,1430,,Economy
2596,Tel Aviv,54,Sat 29 Oct,easyJet,1815,,Economy
2597,Venice,54,Mon 20 Feb,easyJet,2115,,Economy
2598,Tel Aviv,55,Mon 27 Feb,easyJet,1815,,Economy
2599,Venice,55,Sun 18 Sep,Ryanair,2115,,Economy
2600,Tel Aviv,243,Mon 13 Mar,easyJet,0520,,Economy
2601,Ho Chi Minh City,243,,Wizz Air UK,08301,,Economy
2602,Tel Aviv,243,,Ryanair,0520,,Economy
2603,Ho Chi Minh City,243,,Ryanair,08301,,Economy
2604,Tel Aviv,2462,,easyJet,0520,,Economy
2605,Ho Chi Minh City,246,,easyJet,08301,,Economy
2606,Tel Aviv,2461,,Ryanair,0520,,Economy
2607,Ho Chi Minh City,246,,Ryanair,08301,,Economy
2608,Tel Aviv,2462,,easyJet,0520,,Economy
2609,Ho Chi Minh City,246,,Ryanair,08301,,Economy
2610,Tel Aviv,255,,easyJet,0520,,Economy
2611,Ho Chi Minh City,255,,easyJet,08301,,Economy
2612,Tel Aviv,2552,,easyJet,0520,,Economy
2613,Ho Chi Minh City,255,,easyJet,08301,,Economy
2614,Tel Aviv,2552,,Ryanair,0520,,Economy
2615,Ho Chi Minh City,255,,easyJet,08301,,Economy
2616,Tel Aviv,2551,,Ryanair,0520,,Economy
2617,Ho Chi Minh City,255,,easyJet,08301,,Economy
2618,Tel Aviv,2651,,easyJet,0520,,Economy
2619,Ho Chi Minh City,265,,easyJet,08301,,Economy
2620,Tel Aviv,2671,,Ryanair,0520,,Economy
2621,Ho Chi Minh City,267,,Aegean,08151,,Economy
2622,Tel Aviv,271,,World2fly,0520,,Economy
2623,Ho Chi Minh City,271,,Wizz Air,08151,,Economy
2624,Tel Aviv,2712,,Blue Air,0520,,Economy
2625,Ho Chi Minh City,271,,World2fly,08151,,Economy
2626,Tel Aviv,2732,,Wizz Air,0520,,Economy
2627,Ho Chi Minh City,273,,Blue Air,08301,,Economy
2628,Tel Aviv,2751,,World2fly,0520,,Economy
2629,Ho Chi Minh City,275,,Ryanair,08151,,Economy
2630,Tel Aviv,2811,,Norse Atlantic Airways,0520,,Economy
2631,Ho Chi Minh City,281,,Spirit Airlines,08151,,Economy
2632,Tel Aviv,2831,,Aegean,0520,,Economy
2633,Ho Chi Minh City,283,,Iberojet Airlines,08301,,Economy
2634,Tel Aviv,2861,,Aegean,0520,,Economy
2635,Ho Chi Minh City,286,,World2fly,08151,,Economy
2636,Tel Aviv,2902,,Wizz Air,0520,,Economy
2637,Ho Chi Minh City,290,,Ryanair,08301,,Economy
2638,Tel Aviv,2671,,World2fly,1945,,Economy
2639,Ho Chi Minh City,267,,easyJet,0110,,Economy
2640,Tel Aviv,3022,,Ryanair,0520,,Economy
2641,Ho Chi Minh City,302,,Iberojet Airlines,08301,,Economy
2642,Tel Aviv,2381,,easyJet,1945,,Economy
2643,Ho Chi Minh City,238,,Ryanair,0605,,Economy
2644,Tel Aviv,2421,,World2fly,1945,,Economy
2645,Ho Chi Minh City,242,,Wizz Air,0605,,Economy
2646,Tel Aviv,2641,,Blue Air,0520,,Economy
2647,Ho Chi Minh City,264,,World2fly,13551,,Economy
2648,Tel Aviv,2832,,Wizz Air,1945,,Economy
2649,Ho Chi Minh City,283,,Ryanair,0110,,Economy
2650,Tel Aviv,2392,,World2fly,2010,,Economy
2651,Ho Chi Minh City,239,,Aegean,0830,,Economy
2652,Tel Aviv,3161,,World2fly,0520,,Economy
2653,Ho Chi Minh City,316,,Aegean,08151,,Economy
2654,Tel Aviv,3181,,Iberojet Airlines,0520,,Economy
2655,Ho Chi Minh City,318,,Blue Air,08301,,Economy
2656,Tel Aviv,2532,,World2fly,1945,,Economy
2657,Ho Chi Minh City,253,,Wizz Air,0605,,Economy
2658,Tel Aviv,2932,,Ryanair,1945,,Economy
2659,Ho Chi Minh City,293,,World2fly,0110,,Economy
2660,Tel Aviv,54,,Aegean,1330,,Economy
2661,Copenhagen,54,,World2fly,2000,,Economy
2662,Tel Aviv,54,,Blue Air,1330,,Economy
2663,Copenhagen,54,,World2fly,2000,,Economy
2664,Tel Aviv,55,,Brussels Airlines,1330,,Economy
2665,Copenhagen,55,,TUI fly Belgium,2000,,Economy
2666,Tel Aviv,61,,Ryanair,1330,,Economy
2667,Copenhagen,61,,Norse Atlantic Airways,2000,,Economy
2668,Tel Aviv,65,,Spirit Airlines,1330,,Economy
2669,Copenhagen,65,,Aegean,2000,,Economy
2670,Tel Aviv,65,,Iberojet Airlines,1330,,Economy
2671,Copenhagen,65,,Blue Air,2000,,Economy
2672,Tel Aviv,862,,Iberojet Airlines,1635,,Economy
2673,Copenhagen,86,,Aegean,2030,,Economy
2674,Tel Aviv,861,,World2fly,1635,,Economy
2675,Copenhagen,86,,Ryanair,2030,,Economy
2676,Tel Aviv,862,,TUI fly Belgium,1635,,Economy
2677,Copenhagen,86,,Vueling,2030,,Economy
2678,Tel Aviv,861,,Iberia Airlines,1635,,Economy
2679,Copenhagen,86,,World2fly,2030,,Economy
2680,Tel Aviv,663,,Ryanair,1320,,Economy
2681,Copenhagen,66,,TUI fly Belgium,1955,,Economy
2682,Tel Aviv,67,,Aegean,1330,,Economy
2683,Copenhagen,67,,World2fly,2000,,Economy
2684,Tel Aviv,67,,Vueling,1330,,Economy
2685,Copenhagen,67,,Iberia Airlines,2000,,Economy
2686,Tel Aviv,671,,World2fly,1320,,Economy
2687,Copenhagen,67,,Blue Air,1955,,Economy
2688,Tel Aviv,682,,Iberojet Airlines,1330,,Economy
2689,Copenhagen,68,,Aegean,2000,,Economy
2690,Tel Aviv,683,,World2fly,1330,,Economy
2691,Copenhagen,68,,Brussels Airlines,2000,,Economy
2692,Tel Aviv,71,,TUI fly Belgium,1320,,Economy
2693,Copenhagen,71,,Wizz Air,1955,,Economy
2694,Tel Aviv,73,,Aegean,1320,,Economy
2695,Copenhagen,73,,Wizz Air,1955,,Economy
2696,Tel Aviv,751,,Wizz Air,1310,,Economy
2697,Copenhagen,75,,Wizz Air,1940,,Economy
2698,Tel Aviv,992,,Wizz Air,2245,,Economy
2699,Copenhagen,99,,Wizz Air,02151,,Economy
2700,Tel Aviv,76,,Wizz Air,1330,,Economy
2701,Copenhagen,76,,Aegean,2000,,Economy
2702,Tel Aviv,65,,Aegean,1125,,Economy
2703,Copenhagen,65,,Aegean,1930,,Economy
2704,Tel Aviv,771,,Aegean,1320,,Economy
2705,Copenhagen,77,,Aegean,1955,,Economy
2706,Tel Aviv,992,,Aegean,1315,,Economy
2707,Copenhagen,99,,Aegean,1710,,Economy
2708,Tel Aviv,992,,Wizz Air,1315,,Economy
2709,Copenhagen,99,,Aegean,1710,,Economy
2710,Tel Aviv,992,,Aegean,1315,,Economy
2711,Copenhagen,99,,Aegean,1710,,Economy
2712,Tel Aviv,992,,Aegean,1635,,Economy
2713,Copenhagen,99,,Wizz Air,2030,,Economy
2714,Tel Aviv,992,,Aegean,1635,,Economy
2715,Copenhagen,99,,Wizz Air,2030,,Economy
2716,Tel Aviv,992,,Aegean,1315,,Economy
2717,Copenhagen,99,,Aegean,1710,,Economy
2718,Tel Aviv,992,,Aegean,1635,,Economy
2719,Copenhagen,99,,Aegean,2030,,Economy
2720,Tel Aviv,77,,Aegean,0520,,Economy
2721,Tirana,77,,Aegean,0910,,Economy
2722,Tel Aviv,601,,Aegean,1110,,Economy
2723,Tirana,60,,Aegean,1710,,Economy
2724,Tel Aviv,781,,Aegean,0520,,Economy
2725,Tirana,78,,Aegean,0910,,Economy
2726,Tel Aviv,78,,Aegean,0520,,Economy
2727,Tirana,78,,Aegean,0910,,Economy
2728,Tel Aviv,78,,Aegean,0520,,Economy
2729,Tirana,78,,Aegean,0910,,Economy
2730,Tel Aviv,78,,Wizz Air,0520,,Economy
2731,Tirana,78,,easyJet,0910,,Economy
2732,Tel Aviv,781,,Wizz Air,0520,,Economy
2733,Tirana,78,,easyJet,0910,,Economy
2734,Tel Aviv,78,,Aegean,0620,,Economy
2735,Tirana,78,,Aegean,0910,,Economy
2736,Tel Aviv,79,,Aegean,0520,,Economy
2737,Tirana,79,,Wizz Air,0910,,Economy
2738,Tel Aviv,79,,easyJet,0520,,Economy
2739,Tirana,79,,Wizz Air,0910,,Economy
2740,Tel Aviv,483,,easyJet,1055,,Economy
2741,Tirana,48,,Aegean,1840,,Economy
2742,Tel Aviv,80,,Aegean,0520,,Economy
2743,Tirana,80,,Wizz Air,0910,,Economy
2744,Tel Aviv,80,,easyJet,0520,,Economy
2745,Tirana,80,,Aegean,0910,,Economy
2746,Tel Aviv,811,,Aegean,0520,,Economy
2747,Tirana,81,,Aegean,0910,,Economy
2748,Tel Aviv,811,,Aegean,0520,,Economy
2749,Tirana,81,,Aegean,0910,,Economy
2750,Tel Aviv,83,,Wizz Air,0520,,Economy
2751,Tirana,83,,easyJet,0910,,Economy
2752,Tel Aviv,851,,Aegean,0520,,Economy
2753,Tirana,85,,Aegean,0910,,Economy
2754,Tel Aviv,89,,Aegean,0520,,Economy
2755,Tirana,89,,Aegean,0910,,Economy
2756,Tel Aviv,89,,easyJet,0520,,Economy
2757,Tirana,89,,Iberia Airlines,0910,,Economy
2758,Tel Aviv,581,,Avianca,1055,,Economy
2759,Tirana,58,,Wingo airlines,1840,,Economy
2760,Tel Aviv,911,,Ryanair,0520,,Economy
2761,Tirana,91,,KLM Royal Dutch Airlines,0910,,Economy
2762,Tel Aviv,911,,Ryanair,0520,,Economy
2763,Tirana,91,,KLM Royal Dutch Airlines,0910,,Economy
2764,Tel Aviv,911,,Ryanair,0520,,Economy
2765,Tirana,91,,KLM Royal Dutch Airlines,0910,,Economy
2766,Tel Aviv,931,,Vueling,0520,,Economy
2767,Tirana,93,,AeroMéxico,0910,,Economy
2768,Tel Aviv,931,,Ryanair,0520,,Economy
2769,Tirana,93,,Norse Atlantic Airways,0910,,Economy
2770,Tel Aviv,931,,Avianca,0520,,Economy
2771,Tirana,93,,Ryanair,0910,,Economy
2772,Tel Aviv,931,,Norse Atlantic Airways,0520,,Economy
2773,Tirana,93,,Avianca,0910,,Economy
2774,Tel Aviv,931,,Ryanair,0520,,Economy
2775,Tirana,93,,Norse Atlantic Airways,0910,,Economy
2776,Tel Aviv,94,,Spirit Airlines,0520,,Economy
2777,Tirana,94,,easyJet,0910,,Economy
2778,Tel Aviv,94,,Norse Atlantic Airways,0520,,Economy
2779,Tirana,94,,Avianca,0910,,Economy
2780,Tel Aviv,671,,Air France,0520,,Economy
2781,Munich,67,,Air France,1010,,Economy
2782,Tel Aviv,661,,Air France,0510,,Economy
2783,Munich,66,,Air France,1015,,Economy
2784,Tel Aviv,681,,Air France,0520,,Economy
2785,Munich,68,,Air France,1010,,Economy
2786,Tel Aviv,681,,Ryanair,0520,,Economy
2787,Munich,68,,Norse Atlantic Airways,1010,,Economy
2788,Tel Aviv,681,,Delta Air Lines,0520,,Economy
2789,Munich,68,,Spirit Airlines,1010,,Economy
2790,Tel Aviv,69,,Vueling,0520,,Economy
2791,Munich,69,,KLM Royal Dutch Airlines,1010,,Economy
2792,Tel Aviv,692,,Ryanair,0620,,Economy
2793,Munich,69,,KLM Royal Dutch Airlines,1010,,Economy
2794,Tel Aviv,691,,Ryanair,0520,,Economy
2795,Munich,69,,KLM Royal Dutch Airlines,1010,,Economy
2796,Tel Aviv,762,,Ryanair,0520,,Economy
2797,Munich,76,,KLM Royal Dutch Airlines,1010,,Economy
2798,Tel Aviv,761,,easyJet,0520,,Economy
2799,Munich,76,,Ryanair,1010,,Economy
2800,Tel Aviv,762,,KLM Royal Dutch Airlines,0520,,Economy
2801,Munich,76,,KLM Royal Dutch Airlines,1010,,Economy
2802,Tel Aviv,77,,KLM Royal Dutch Airlines,0520,,Economy
2803,Munich,77,,Vueling,1010,,Economy
2804,Tel Aviv,771,,KLM Royal Dutch Airlines,0520,,Economy
2805,Munich,77,,Vueling,1010,,Economy
2806,Tel Aviv,79,,KLM Royal Dutch Airlines,0520,,Economy
2807,Munich,79,,Vueling,1010,,Economy
2808,Tel Aviv,811,,KLM Royal Dutch Airlines,0520,,Economy
2809,Munich,81,,Vueling,1010,,Economy
2810,Tel Aviv,81,,KLM Royal Dutch Airlines,0520,,Economy
2811,Munich,81,,KLM Royal Dutch Airlines,1010,,Economy
2812,Tel Aviv,741,,KLM Royal Dutch Airlines,1325,,Economy
2813,Munich,74,,KLM Royal Dutch Airlines,1910,,Economy
2814,Tel Aviv,822,,easyJet,0520,,Economy
2815,Munich,82,,Wizz Air,1010,,Economy
2816,Tel Aviv,821,,Ryanair,0520,,Economy
2817,Munich,82,,Wizz Air,1010,,Economy
2818,Tel Aviv,82,,Ryanair,0520,,Economy
2819,Munich,82,,Wizz Air,1010,,Economy
2820,Tel Aviv,851,,Wizz Air,0520,,Economy
2821,Munich,85,,Ryanair,1010,,Economy
2822,Tel Aviv,952,,Wizz Air,0520,,Economy
2823,Munich,95,,Ryanair,1010,,Economy
2824,Tel Aviv,951,,Wizz Air,0520,,Economy
2825,Munich,95,,Ryanair,1010,,Economy
2826,Tel Aviv,971,,Wizz Air,0520,,Economy
2827,Munich,97,,Ryanair,1010,,Economy
2828,Tel Aviv,971,,Wizz Air,0520,,Economy
2829,Munich,97,,Ryanair,1010,,Economy
2830,Tel Aviv,971,,Wizz Air,0520,,Economy
2831,Munich,97,,easyJet,1010,,Economy
2832,Tel Aviv,971,,Wizz Air,0520,,Economy
2833,Munich,97,,Ryanair,1010,,Economy
2834,Tel Aviv,251,,Air Arabia Maroc,2100,,Economy
2835,Rome,25,,Ryanair,2345,,Economy
2836,Tel Aviv,251,,Air Arabia Maroc,2100,,Economy
2837,Rome,25,,Ryanair,2345,,Economy
2838,Tel Aviv,28,,Air Arabia Maroc,2110,,Economy
2839,Rome,28,,Ryanair,2355,,Economy
2840,Tel Aviv,281,,Air Arabia Maroc,1945,,Economy
2841,Rome,28,,Ryanair,2230,,Economy
2842,Tel Aviv,281,,Air Arabia Maroc,2105,,Economy
2843,Rome,28,,Ryanair,2350,,Economy
2844,Tel Aviv,28,,Air Arabia Maroc,2105,,Economy
2845,Rome,28,,easyJet,2350,,Economy
2846,Tel Aviv,28,,Wizz Air,2100,,Economy
2847,Rome,28,,Ryanair,2345,,Economy
2848,Tel Aviv,281,,Air Arabia Maroc,2105,,Economy
2849,Rome,28,,Ryanair,2350,,Economy
2850,Tel Aviv,28,,Air Arabia Maroc,2100,,Economy
2851,Rome,28,,Ryanair,2345,,Economy
2852,Tel Aviv,28,,Wizz Air,2100,,Economy
2853,Rome,28,,Ryanair,2345,,Economy
2854,Tel Aviv,28,,Wizz Air,2105,,Economy
2855,Rome,28,,Ryanair,2350,,Economy
2856,Tel Aviv,29,,Wizz Air,2105,,Economy
2857,Rome,29,,Ryanair,2350,,Economy
2858,Tel Aviv,293,,Wizz Air,2105,,Economy
2859,Rome,29,,Ryanair,2350,,Economy
2860,Tel Aviv,29,,Wizz Air,2105,,Economy
2861,Rome,29,,easyJet,2350,,Economy
2862,Tel Aviv,29,,Air Arabia Maroc,2105,,Economy
2863,Rome,29,,Ryanair,2350,,Economy
2864,Tel Aviv,29,,Air Arabia Maroc,2105,,Economy
2865,Rome,29,,easyJet,2350,,Economy
2866,Tel Aviv,29,,Air Arabia Maroc,2105,,Economy
2867,Rome,29,,Wizz Air,2350,,Economy
2868,Tel Aviv,29,,easyJet,2105,,Economy
2869,Rome,29,,Wizz Air,2350,,Economy
2870,Tel Aviv,29,,easyJet,2105,,Economy
2871,Rome,29,,easyJet,2350,,Economy
2872,Tel Aviv,29,,easyJet,2105,,Economy
2873,Rome,29,,Wizz Air,2350,,Economy
2874,Tel Aviv,293,,Blue Air,2105,,Economy
2875,Rome,29,,Wizz Air,2350,,Economy
2876,Tel Aviv,35,,Volotea,2105,,Economy
2877,Rome,35,,easyJet,2350,,Economy
2878,Tel Aviv,35,,easyJet,2105,,Economy
2879,Rome,35,,Wizz Air,2350,,Economy
2880,Tel Aviv,35,,easyJet,2230,,Economy
2881,Rome,35,,easyJet,01251,,Economy
2882,Tel Aviv,37,,Wizz Air,2105,,Economy
2883,Rome,37,,easyJet,2350,,Economy
2884,Tel Aviv,37,,Wizz Air,2105,,Economy
2885,Rome,37,,easyJet,2350,,Economy
2886,Tel Aviv,39,,easyJet,2100,,Economy
2887,Rome,39,,easyJet,2345,,Economy
2888,Tel Aviv,401,,Ryanair,2100,,Economy
2889,Rome,40,,Volotea,2345,,Economy
2890,Tel Aviv,432,,easyJet,2105,,Economy
2891,Rome,43,,Ryanair,2350,,Economy
2892,Tel Aviv,43,,easyJet,2105,,Economy
2893,Rome,43,,Wizz Air,2350,,Economy
2894,Tel Aviv,3962,,easyJet,2235,,Economy
2895,Sydney,396,,Ryanair,1945,,Economy
2896,Tel Aviv,398,,easyJet,1910,,Economy
2897,Sydney,398,,easyJet,1810,,Economy
2898,Tel Aviv,4112,,Ryanair,1910,,Economy
2899,Sydney,411,,easyJet,1810,,Economy
2900,Tel Aviv,3962,,easyJet,1945,,Economy
2901,Sydney,396,,easyJet,1945,,Economy
2902,Tel Aviv,410,,Ryanair,1945,,Economy
2903,Sydney,410,,easyJet,1945,,Economy
